"Notes"	"Year"	"Year Code"	"State"	"State Code"	Count	Percent of Total	Rate	Population	Completion of Therapy Within One Year	Eligible for Completion of Therapy Within One Year	Percent of Completion of Therapy Within One Year Among Those Eligible	Culture-Confirmed Cases	Percentage Tested for Drug Susceptibility to Isoniazid	Percentage Tested for Drug Susceptibility to Isoniazid & Rifampin
	"1996"	"1996"	"Rhode Island"	"44"	35	0.01%	3.43	1020893	18	30	60.00%	22	100.00%	100.00%
	"1996"	"1996"	"South Carolina"	"45"	348	0.10%	9.17	3796200	192	295	65.08%	267	89.14%	89.14%
	"1996"	"1996"	"South Dakota"	"46"	19	0.01%	2.56	742214	15	17	88.24%	15	100.00%	100.00%
	"1996"	"1996"	"Tennessee"	"47"	504	0.15%	9.30	5416643	316	402	78.61%	416	97.36%	97.36%
	"1996"	"1996"	"Texas"	"48"	2066	0.62%	10.68	19340342	1363	1745	78.11%	1641	91.90%	92.08%
	"1996"	"1996"	"Utah"	"49"	58	0.02%	2.80	2067976	39	51	76.47%	45	75.56%	75.56%
	"1996"	"1996"	"Vermont"	"50"	4	0.00%	0.67	593701	2	3	66.67%	3	100.00%	100.00%
	"1996"	"1996"	"Virginia"	"51"	348	0.10%	5.15	6750884	230	284	80.99%	317	98.42%	98.42%
	"1996"	"1996"	"Washington"	"53"	283	0.09%	5.08	5569753	193	243	79.42%	247	83.40%	83.40%
	"1996"	"1996"	"West Virginia"	"54"	57	0.02%	3.13	1822808	27	41	65.85%	53	77.36%	77.36%
	"1996"	"1996"	"Wisconsin"	"55"	114	0.03%	2.18	5229986	75	89	84.27%	97	98.97%	98.97%
	"1996"	"1996"	"Wyoming"	"56"	7	0.00%	1.43	488167	5	7	71.43%	3	100.00%	100.00%
"Total"	"1996"	"1996"			21210	6.39%	7.87	269394291	13364	17407	76.77%	17154	95.17%	95.25%
	"1995"	"1995"	"Alabama"	"01"	420	0.13%	9.77	4296800	285	343	83.09%	386	93.01%	93.01%
	"1995"	"1995"	"Alaska"	"02"	82	0.02%	13.57	604412	72	76	94.74%	65	96.92%	96.92%
	"1995"	"1995"	"Arizona"	"04"	317	0.10%	7.15	4432499	185	261	70.88%	237	97.89%	97.89%
	"1995"	"1995"	"Arkansas"	"05"	271	0.08%	10.69	2535399	199	221	90.05%	218	96.79%	96.79%
	"1995"	"1995"	"California"	"06"	4656	1.40%	14.69	31696582	2966	3961	74.88%	3511	97.95%	98.01%
	"1995"	"1995"	"Colorado"	"08"	92	0.03%	2.40	3826653	73	85	85.88%	86	96.51%	96.51%
	"1995"	"1995"	"Connecticut"	"09"	139	0.04%	4.18	3324144	81	116	69.83%	126	97.62%	97.62%
	"1995"	"1995"	"Delaware"	"10"	56	0.02%	7.67	729735	36	48	75.00%	31	96.77%	96.77%
	"1995"	"1995"	"District of Columbia"	"11"	102	0.03%	17.57	580519	36	80	45.00%	97	64.95%	64.95%
	"1995"	"1995"	"Florida"	"12"	1547	0.47%	10.64	14537875	904	1209	74.77%	1407	90.76%	90.90%
	"1995"	"1995"	"Georgia"	"13"	735	0.22%	10.03	7328413	441	602	73.26%	609	85.39%	85.55%
	"1995"	"1995"	"Hawaii"	"15"	193	0.06%	16.13	1196854	129	165	78.18%	153	94.12%	94.77%
	"1995"	"1995"	"Idaho"	"16"	14	0.00%	1.19	1177322	7	11	63.64%	13	84.62%	84.62%
	"1995"	"1995"	"Illinois"	"17"	1022	0.31%	8.51	12008437	510	793	64.31%	873	88.43%	88.43%
	"1995"	"1995"	"Indiana"	"18"	200	0.06%	3.42	5851459	129	159	81.13%	150	77.33%	77.33%
	"1995"	"1995"	"Iowa"	"19"	72	0.02%	2.51	2867373	42	57	73.68%	52	96.15%	96.15%
	"1995"	"1995"	"Kansas"	"20"	89	0.03%	3.42	2601008	52	79	65.82%	82	95.12%	95.12%
	"1995"	"1995"	"Kentucky"	"21"	327	0.10%	8.41	3887427	229	273	83.88%	232	91.81%	91.81%
	"1995"	"1995"	"Louisiana"	"22"	474	0.14%	10.82	4378779	291	397	73.30%	358	88.83%	89.11%
	"1995"	"1995"	"Maine"	"23"	28	0.01%	2.25	1243481	23	26	88.46%	24	100.00%	100.00%
	"1995"	"1995"	"Maryland"	"24"	369	0.11%	7.28	5070033	254	303	83.83%	277	94.95%	94.95%
	"1995"	"1995"	"Massachusetts"	"25"	330	0.10%	5.37	6141445	210	279	75.27%	267	98.50%	98.88%
	"1995"	"1995"	"Michigan"	"26"	424	0.13%	4.38	9676211	236	329	71.73%	358	98.32%	98.32%
	"1995"	"1995"	"Minnesota"	"27"	156	0.05%	3.35	4660180	89	129	68.99%	139	97.84%	97.84%
	"1995"	"1995"	"Mississippi"	"28"	271	0.08%	9.95	2722659	182	212	85.85%	201	98.01%	98.01%
	"1995"	"1995"	"Missouri"	"29"	244	0.07%	4.54	5378247	146	188	77.66%	214	97.20%	97.20%
	"1995"	"1995"	"Montana"	"30"	21	0.01%	2.40	876553	12	16	75.00%	17	100.00%	100.00%
	"1995"	"1995"	"Nebraska"	"31"	24	0.01%	1.45	1656993	11	19	57.89%	24	91.67%	91.67%
	"1995"	"1995"	"Nevada"	"32"	116	0.03%	7.33	1581578	59	100	59.00%	86	89.53%	89.53%
	"1995"	"1995"	"New Hampshire"	"33"	23	0.01%	1.99	1157561	20	21	95.24%	17	88.24%	88.24%
	"1995"	"1995"	"New Jersey"	"34"	848	0.26%	10.49	8083242	389	624	62.34%	691	95.22%	95.22%
	"1995"	"1995"	"New Mexico"	"35"	81	0.02%	4.71	1720394	38	59	64.41%	71	98.59%	98.59%
	"1995"	"1995"	"New York"	"36"	3018	0.91%	16.29	18524104	1642	2281	71.99%	2416	96.36%	96.61%
	"1995"	"1995"	"North Carolina"	"37"	518	0.16%	7.05	7344674	350	430	81.40%	412	98.79%	99.03%
	"1995"	"1995"	"North Dakota"	"38"	5	0.00%	0.77	647832	2	5	40.00%	4	100.00%	100.00%
	"1995"	"1995"	"Ohio"	"39"	280	0.08%	2.50	11202751	169	218	77.52%	235	92.34%	92.34%
	"1995"	"1995"	"Oklahoma"	"40"	236	0.07%	7.13	3308208	145	194	74.74%	174	95.98%	95.98%
	"1995"	"1995"	"Oregon"	"41"	156	0.05%	4.90	3184369	109	137	79.56%	125	100.00%	100.00%
	"1995"	"1995"	"Pennsylvania"	"42"	673	0.20%	5.52	12198403	369	532	69.36%	505	81.78%	81.78%
	"1995"	"1995"	"Rhode Island"	"44"	50	0.02%	4.92	1017002	30	41	73.17%	37	97.30%	97.30%
	"1995"	"1995"	"South Carolina"	"45"	334	0.10%	8.91	3748582	198	277	71.48%	243	90.53%	90.53%
	"1995"	"1995"	"South Dakota"	"46"	28	0.01%	3.79	737926	20	23	86.96%	23	100.00%	100.00%
	"1995"	"1995"	"Tennessee"	"47"	465	0.14%	8.73	5326936	284	374	75.94%	402	94.28%	94.28%
	"1995"	"1995"	"Texas"	"48"	2340	0.70%	12.34	18958751	1474	1970	74.82%	1856	89.12%	89.17%
	"1995"	"1995"	"Utah"	"49"	48	0.01%	2.38	2014179	30	38	78.95%	43	88.37%	88.37%
	"1995"	"1995"	"Vermont"	"50"	4	0.00%	0.68	589003	3	4	75.00%	4	100.00%	100.00%
	"1995"	"1995"	"Virginia"	"51"	356	0.11%	5.34	6670693	218	292	74.66%	313	98.08%	98.08%
	"1995"	"1995"	"Washington"	"53"	277	0.08%	5.05	5481027	182	239	76.15%	235	92.77%	92.77%
	"1995"	"1995"	"West Virginia"	"54"	71	0.02%	3.89	1823700	29	51	56.86%	68	76.47%	76.47%
	"1995"	"1995"	"Wisconsin"	"55"	119	0.04%	2.30	5184836	78	98	79.59%	96	96.88%	96.88%
	"1995"	"1995"	"Wyoming"	"56"	5	0.00%	1.03	485160	2	5	40.00%	2	100.00%	100.00%
"Total"	"1995"	"1995"			22726	6.84%	8.53	266278403	13670	18450	74.09%	18265	93.57%	93.66%
	"1994"	"1994"	"Alabama"	"01"	433	0.13%	10.16	4260229	295	350	84.29%	394	93.15%	93.15%
	"1994"	"1994"	"Alaska"	"02"	92	0.03%	15.25	603308	83	90	92.22%	80	95.00%	95.00%
	"1994"	"1994"	"Arizona"	"04"	247	0.07%	5.82	4245089	134	200	67.00%	223	91.48%	91.48%
	"1994"	"1994"	"Arkansas"	"05"	264	0.08%	10.59	2494019	175	217	80.65%	205	89.76%	89.76%
	"1994"	"1994"	"California"	"06"	4834	1.46%	15.35	31484435	2783	4081	68.19%	3564	96.77%	96.94%
	"1994"	"1994"	"Colorado"	"08"	93	0.03%	2.50	3724168	62	74	83.78%	76	85.53%	85.53%
	"1994"	"1994"	"Connecticut"	"09"	147	0.04%	4.43	3316121	87	126	69.05%	130	96.15%	96.15%
	"1994"	"1994"	"Delaware"	"10"	55	0.02%	7.67	717545	30	44	68.18%	32	78.12%	78.12%
	"1994"	"1994"	"District of Columbia"	"11"	120	0.04%	20.37	589240	43	89	48.31%	112	48.21%	48.21%
	"1994"	"1994"	"Florida"	"12"	1742	0.52%	12.23	14239444	864	1361	63.48%	1585	87.82%	87.89%
	"1994"	"1994"	"Georgia"	"13"	740	0.22%	10.34	7157165	362	621	58.29%	629	77.58%	77.90%
	"1994"	"1994"	"Hawaii"	"15"	247	0.07%	20.80	1187536	143	215	66.51%	174	95.40%	95.98%
	"1994"	"1994"	"Idaho"	"16"	13	0.00%	1.14	1145140	6	11	54.55%	12	91.67%	91.67%
	"1994"	"1994"	"Illinois"	"17"	1115	0.34%	9.36	11912585	465	844	55.09%	915	66.01%	66.12%
	"1994"	"1994"	"Indiana"	"18"	211	0.06%	3.64	5793526	140	179	78.21%	165	80.61%	81.21%
	"1994"	"1994"	"Iowa"	"19"	66	0.02%	2.32	2850746	48	58	82.76%	55	92.73%	92.73%
	"1994"	"1994"	"Kansas"	"20"	84	0.03%	3.26	2580513	50	75	66.67%	78	96.15%	97.44%
	"1994"	"1994"	"Kentucky"	"21"	345	0.10%	8.96	3849088	216	277	77.98%	242	86.78%	86.78%
	"1994"	"1994"	"Louisiana"	"22"	434	0.13%	9.98	4347481	200	341	58.65%	418	89.23%	89.23%
	"1994"	"1994"	"Maine"	"23"	35	0.01%	2.82	1242662	19	28	67.86%	29	93.10%	93.10%
	"1994"	"1994"	"Maryland"	"24"	362	0.11%	7.21	5023060	237	290	81.72%	272	87.50%	87.50%
	"1994"	"1994"	"Massachusetts"	"25"	329	0.10%	5.40	6095241	223	278	80.22%	238	97.90%	97.90%
	"1994"	"1994"	"Michigan"	"26"	461	0.14%	4.80	9597737	225	357	63.03%	395	95.70%	95.70%
	"1994"	"1994"	"Minnesota"	"27"	140	0.04%	3.04	4610355	71	103	68.93%	127	99.21%	99.21%
	"1994"	"1994"	"Mississippi"	"28"	278	0.08%	10.34	2688992	210	240	87.50%	215	98.14%	98.60%
	"1994"	"1994"	"Missouri"	"29"	259	0.08%	4.86	5324497	169	201	84.08%	219	98.17%	98.17%
	"1994"	"1994"	"Montana"	"30"	25	0.01%	2.90	861306	12	20	60.00%	20	100.00%	100.00%
	"1994"	"1994"	"Nebraska"	"31"	22	0.01%	1.34	1639041	7	15	46.67%	22	100.00%	100.00%
	"1994"	"1994"	"Nevada"	"32"	125	0.04%	8.34	1499298	82	111	73.87%	80	83.75%	83.75%
	"1994"	"1994"	"New Hampshire"	"33"	17	0.01%	1.49	1142561	9	12	75.00%	15	80.00%	80.00%
	"1994"	"1994"	"New Jersey"	"34"	853	0.26%	10.64	8014306	372	657	56.62%	655	96.49%	96.79%
	"1994"	"1994"	"New Mexico"	"35"	82	0.02%	4.87	1682398	49	58	84.48%	77	97.40%	97.40%
	"1994"	"1994"	"New York"	"36"	3575	1.08%	19.37	18459470	1750	2629	66.57%	2924	93.09%	93.47%
	"1994"	"1994"	"North Carolina"	"37"	565	0.17%	7.86	7187398	364	452	80.53%	423	96.93%	97.16%
	"1994"	"1994"	"North Dakota"	"38"	10	0.00%	1.55	644806	6	9	66.67%	4	100.00%	100.00%
	"1994"	"1994"	"Ohio"	"39"	345	0.10%	3.09	11152455	167	270	61.85%	295	84.41%	85.08%
	"1994"	"1994"	"Oklahoma"	"40"	260	0.08%	7.92	3280940	154	209	73.68%	192	93.75%	93.75%
	"1994"	"1994"	"Oregon"	"41"	165	0.05%	5.29	3121264	116	146	79.45%	130	97.69%	97.69%
	"1994"	"1994"	"Pennsylvania"	"42"	616	0.19%	5.06	12166050	319	470	67.87%	462	83.55%	83.55%
	"1994"	"1994"	"Rhode Island"	"44"	56	0.02%	5.51	1015960	33	46	71.74%	43	97.67%	97.67%
	"1994"	"1994"	"South Carolina"	"45"	387	0.12%	10.44	3705397	229	324	70.68%	295	92.20%	92.20%
	"1994"	"1994"	"South Dakota"	"46"	28	0.01%	3.83	730790	15	21	71.43%	24	100.00%	100.00%
	"1994"	"1994"	"Tennessee"	"47"	519	0.16%	9.92	5231438	339	431	78.65%	444	96.17%	96.17%
	"1994"	"1994"	"Texas"	"48"	2511	0.76%	13.53	18564062	1461	2085	70.07%	2005	87.73%	87.83%
	"1994"	"1994"	"Utah"	"49"	56	0.02%	2.86	1960446	28	48	58.33%	54	85.19%	85.19%
	"1994"	"1994"	"Vermont"	"50"	11	0.00%	1.88	583836	7	10	70.00%	7	85.71%	85.71%
	"1994"	"1994"	"Virginia"	"51"	370	0.11%	5.61	6593139	210	293	71.67%	342	86.26%	86.26%
	"1994"	"1994"	"Washington"	"53"	260	0.08%	4.84	5375161	169	228	74.12%	229	93.01%	93.01%
	"1994"	"1994"	"West Virginia"	"54"	80	0.02%	4.39	1820421	31	53	58.49%	78	85.90%	85.90%
	"1994"	"1994"	"Wisconsin"	"55"	110	0.03%	2.14	5133678	64	87	73.56%	96	82.29%	82.29%
	"1994"	"1994"	"Wyoming"	"56"	12	0.00%	2.50	480283	6	10	60.00%	7	85.71%	85.71%
"Total"	"1994"	"1994"			24206	7.29%	9.20	263125826	13339	19444	68.60%	19507	90.34%	90.50%
	"1993"	"1993"	"Alabama"	"01"	487	0.15%	11.56	4214202	331	402	82.34%	436	92.89%	92.89%
	"1993"	"1993"	"Alaska"	"02"	57	0.02%	9.51	599434	35	50	70.00%	48	100.00%	100.00%
	"1993"	"1993"	"Arizona"	"04"	228	0.07%	5.61	4065440	101	188	53.72%	219	87.21%	87.67%
	"1993"	"1993"	"Arkansas"	"05"	209	0.06%	8.51	2456303	149	177	84.18%	163	96.93%	96.93%
	"1993"	"1993"	"California"	"06"	5146	1.55%	16.45	31274928	2684	4335	61.91%	3800	86.68%	87.26%
	"1993"	"1993"	"Colorado"	"08"	107	0.03%	2.96	3613734	70	85	82.35%	89	96.63%	96.63%
	"1993"	"1993"	"Connecticut"	"09"	154	0.05%	4.65	3309175	88	124	70.97%	134	97.01%	97.01%
	"1993"	"1993"	"Delaware"	"10"	66	0.02%	9.34	706378	39	60	65.00%	38	81.58%	81.58%
	"1993"	"1993"	"District of Columbia"	"11"	162	0.05%	27.21	595302	53	105	50.48%	151	69.54%	70.86%
	"1993"	"1993"	"Florida"	"12"	1646	0.50%	11.82	13927185	674	1278	52.74%	1501	82.15%	82.55%
	"1993"	"1993"	"Georgia"	"13"	809	0.24%	11.59	6978240	464	681	68.14%	663	81.90%	82.05%
	"1993"	"1993"	"Hawaii"	"15"	251	0.08%	21.40	1172838	138	222	62.16%	191	83.77%	84.82%
	"1993"	"1993"	"Idaho"	"16"	10	0.00%	0.90	1108768	3	7	42.86%	8	75.00%	75.00%
	"1993"	"1993"	"Illinois"	"17"	1234	0.37%	10.45	11809579	492	938	52.45%	971	64.47%	65.09%
	"1993"	"1993"	"Indiana"	"18"	248	0.07%	4.32	5739019	119	185	64.32%	199	75.88%	75.88%
	"1993"	"1993"	"Iowa"	"19"	59	0.02%	2.08	2836972	38	47	80.85%	50	96.00%	98.00%
	"1993"	"1993"	"Kansas"	"20"	83	0.02%	3.25	2556547	40	67	59.70%	69	81.16%	81.16%
	"1993"	"1993"	"Kentucky"	"21"	402	0.12%	10.55	3812206	243	328	74.09%	283	85.51%	85.51%
	"1993"	"1993"	"Louisiana"	"22"	363	0.11%	8.41	4316428	182	290	62.76%	342	94.15%	94.15%
	"1993"	"1993"	"Maine"	"23"	28	0.01%	2.25	1242302	12	23	52.17%	21	90.48%	90.48%
	"1993"	"1993"	"Maryland"	"24"	417	0.13%	8.39	4971889	262	333	78.68%	301	87.71%	87.71%
	"1993"	"1993"	"Massachusetts"	"25"	366	0.11%	6.04	6060569	213	303	70.30%	262	97.71%	97.71%
	"1993"	"1993"	"Michigan"	"26"	480	0.14%	5.03	9540114	229	372	61.56%	411	95.38%	95.38%
	"1993"	"1993"	"Minnesota"	"27"	141	0.04%	3.09	4555956	72	119	60.50%	123	98.37%	98.37%
	"1993"	"1993"	"Mississippi"	"28"	279	0.08%	10.51	2655100	171	213	80.28%	228	98.68%	98.68%
	"1993"	"1993"	"Missouri"	"29"	256	0.08%	4.86	5271175	145	194	74.74%	203	94.09%	94.09%
	"1993"	"1993"	"Montana"	"30"	22	0.01%	2.60	844761	12	15	80.00%	19	94.74%	94.74%
	"1993"	"1993"	"Nebraska"	"31"	23	0.01%	1.41	1625590	16	20	80.00%	23	100.00%	100.00%
	"1993"	"1993"	"Nevada"	"32"	101	0.03%	7.16	1411215	48	87	55.17%	68	94.12%	94.12%
	"1993"	"1993"	"New Hampshire"	"33"	26	0.01%	2.30	1129458	19	22	86.36%	16	87.50%	87.50%
	"1993"	"1993"	"New Jersey"	"34"	911	0.27%	11.46	7948915	391	727	53.78%	720	87.92%	87.92%
	"1993"	"1993"	"New Mexico"	"35"	73	0.02%	4.46	1636453	38	59	64.41%	65	98.46%	98.46%
	"1993"	"1993"	"New York"	"36"	3864	1.16%	21.03	18374954	1563	2654	58.89%	3332	92.38%	93.01%
	"1993"	"1993"	"North Carolina"	"37"	594	0.18%	8.43	7042818	361	494	73.08%	443	94.81%	95.49%
	"1993"	"1993"	"North Dakota"	"38"	7	0.00%	1.09	641216	2	6	33.33%	7	100.00%	100.00%
	"1993"	"1993"	"Ohio"	"39"	308	0.09%	2.77	11101140	143	253	56.52%	269	79.55%	79.55%
	"1993"	"1993"	"Oklahoma"	"40"	208	0.06%	6.40	3252285	120	162	74.07%	154	94.81%	94.81%
	"1993"	"1993"	"Oregon"	"41"	153	0.05%	5.00	3060367	90	129	69.77%	130	96.92%	96.92%
	"1993"	"1993"	"Pennsylvania"	"42"	741	0.22%	6.11	12119724	374	577	64.82%	574	79.44%	79.44%
	"1993"	"1993"	"Rhode Island"	"44"	65	0.02%	6.40	1015113	35	51	68.63%	41	95.12%	95.12%
	"1993"	"1993"	"South Carolina"	"45"	401	0.12%	10.95	3663314	258	341	75.66%	283	84.10%	84.10%
	"1993"	"1993"	"South Dakota"	"46"	16	0.00%	2.22	722160	7	10	70.00%	15	100.00%	100.00%
	"1993"	"1993"	"Tennessee"	"47"	554	0.17%	10.78	5137584	330	438	75.34%	473	95.14%	95.35%
	"1993"	"1993"	"Texas"	"48"	2370	0.71%	13.05	18161612	1170	1938	60.37%	1892	85.84%	85.84%
	"1993"	"1993"	"Utah"	"49"	47	0.01%	2.48	1898404	32	37	86.49%	47	59.57%	61.70%
	"1993"	"1993"	"Vermont"	"50"	7	0.00%	1.21	577748	1	4	25.00%	7	85.71%	85.71%
	"1993"	"1993"	"Virginia"	"51"	456	0.14%	7.01	6509630	288	359	80.22%	417	89.45%	89.45%
	"1993"	"1993"	"Washington"	"53"	283	0.09%	5.36	5278842	181	237	76.37%	243	97.12%	97.12%
	"1993"	"1993"	"West Virginia"	"54"	75	0.02%	4.13	1817539	27	51	52.94%	73	63.01%	64.38%
	"1993"	"1993"	"Wisconsin"	"55"	102	0.03%	2.01	5084889	57	81	70.37%	87	87.36%	87.36%
	"1993"	"1993"	"Wyoming"	"56"	7	0.00%	1.48	473081	1	6	16.67%	4	100.00%	100.00%
"Total"	"1993"	"1993"			25102	7.56%	9.66	259918595	12611	19884	63.42%	20306	87.17%	87.51%
"Total"					332099	100.00%	5.46	6080832730	207453	259540	79.93%	263289	95.41%	95.53%
"---"
"Dataset: OTIS 2013 TB Data"
"Query Parameters:"
"Title:"
"Age Groups, Broad: All"
"Alcohol Use: All"
"Bridged Race / Ethnicity: All"
"Completion of Therapy Within One Year: All"
"Correctional Facility: All"
"Directly Observed Therapy: All"
"Disease Site: All"
"Drug Use, Injecting: All"
"Drug Use, Non-injecting: All"
"HIV Status: All"
"Homeless in Past Year: All"
"Long-term Care Facility: All"
"Multidrug-Resistant: All"
"Previous TB: All"
"Residence at Diagnosis: All"
"Revised Occupation: All"
"Sex: All"
"State: The United States"
"Tested for Isoniazid & Rifampin Susceptibility: All"
"Tested for Isoniazid Susceptibility: All"
"U.S. or Foreign Born: All"
"Verification Criteria: All"
"Vital Status: All"
"Year: All"
"Years in U.S.: All"
"Group By: Year, State"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/tb.html for more information."
"---"
"Query Date: Dec 22, 2015 10:13:10 AM"
"---"
"Suggested Citation: Online Tuberculosis Information System (OTIS), National Tuberculosis Surveillance System, United States,"
"1993-2013. U.S. Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention (CDC), Division of"
"TB Elimination, CDC WONDER Online Database, April 2015. Accessed at http://wonder.cdc.gov/tb-v2013.html on Dec 22, 2015 10:13:10"
"AM"
"---"
Messages:
"1. Rows with zero Count are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"---"
Caveats:
"1. Completion of Therapy Within One Year summarizes information through 2011 only, and is subject to other restrictions. ""Not"
"Applicable"" is displayed when requirements for its calculation aren't met. More information:"
"http://wonder.cdc.gov/wonder/help/tb.html#COT."
"2. For more information about drug susceptibility measures. More information: http://wonder.cdc.gov/wonder/help/tb.html#DST."
"3. Rates and population show 'Not Applicable' when no population data are available."
"4. The Online Tuberculosis Information System (OTIS) uses different population sources for the calculation of incidence rates"
"for years 2000-2010 than those used in published TB Annual Reports. Hence, rates and population figures reported in OTIS are"
"different than those reported in TB publications. The most current population sources available at the time of release or"
"publication are used, thus the rates in both the annual reports and OTIS are based on the best available population estimates at"
"production time. OTIS 2010 uses the following US population sources: the Bridged-Race 1990-1999 Intercensal Population Estimates"
"(released July 26, 2004) for years 1993-1999, the revised Bridged-Race 2000-2009 Intercensal Population Estimates (released"
"October 26, 2012) for years 2000-2009, and the Bridged-Race Postcensal Vintage 2013 Population Estimates (released June 26,"
"2014) for years 2010-2013. Puerto Rico population estimates for years 1993-1999 are from the U.S. Census Bureau, International"
"Data Base; population estimates for years 2000-2010 are from the Puerto Rico Intercensal Estimates 2000-2010 (released October"
"2012); and population estimates for years 2011-2013 are from the Vintage 2013: Puerto Rico Commonwealth Tables of postcensal"
"estimates."
